OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
440,WAMCR,MID COLUMBIA NWR,SADDLE LAKES,283,2015/06/28 07:00:00+00,2015/06/29 07:00:00+00,14449.33042069,2015,LIGHTNING,629410315.476568,103091.823336255
441,WASES,WA DNR - SE REGION,SLEEPY HOLLOW,282,2015/06/28 07:00:00+00,2015/07/02 07:00:00+00,2953.61247596,2015,UNKNOWN,128658844.815722,88095.7740176803
442,WAWFS,WA FIRE SERVICE,JUNCTION,603,2015/07/05 07:00:00+00,2015/07/06 07:00:00+00,981.15973324,2015,UNKNOWN,42739147.022976,35392.4934286192
443,WASES,WA DNR - SE REGION,DAVIES PASS,341,2015/07/02 07:00:00+00,2015/07/06 07:00:00+00,1300.21261557,2015,UNKNOWN,56637034.98536,37810.9950554499
444,WASPD,SPOKANE BLM,BEEZLEY HILL,363,2015/07/05 07:00:00+00,2015/07/08 07:00:00+00,1715.42564228,2015,UNKNOWN,74723642.0822195,43344.9620741516
445,WASPD,SPOKANE BLM,WILLOW SPRINGS,364,2015/07/05 07:00:00+00,2015/07/08 07:00:00+00,486.06882163,2015,UNKNOWN,21173073.1775715,27731.8982231491
446,WACOA,COLVILLE AGENCY,TWENTY-ONE MILE GRADE,098,2015/07/01 07:00:00+00,2015/07/08 07:00:00+00,2252.2362802,2015,HUMAN,98107019.93612,56285.6399357705
447,WANES,WA DNR - NE REGION,231,621,2015/07/03 07:00:00+00,2015/07/09 07:00:00+00,970.70649398,2015,HUMAN,42283805.7419565,37589.1333217329
448,WANES,WA DNR - NE REGION,LITTLE SPOKANE,659,2015/07/09 07:00:00+00,2015/07/11 07:00:00+00,167.81192034,2015,UNKNOWN,7309858.0104945,13949.5577296663
449,WAGPF,GIFFORD PINCHOT NF,HORSESHOE,295,2015/07/03 07:00:00+00,2015/07/12 07:00:00+00,340.18107918,2015,LIGHTNING,14818228.5360225,17828.5857487882
450,WAGPF,GIFFORD PINCHOT NF,RILEY,351,2015/07/09 07:00:00+00,2015/07/13 07:00:00+00,65.1330744,2015,LIGHTNING,2837185.3719025,10515.5778950934
451,WAOWF,OKAN-WEN NF,WILDHORSE,498,2015/07/20 07:00:00+00,2015/07/21 07:00:00+00,163.43600672,2015,LIGHTNING,7119243.975562,17356.4096085143
452,WAPCS,WA DNR - PC REGION,COLVIN CREEK,165,2015/07/19 07:00:00+00,2015/07/22 07:00:00+00,110.63053868,2015,HUMAN,4819046.988531,12307.9306724527
453,WASES,WA DNR - SE REGION,BLUE CREEK,653,2015/07/20 07:00:00+00,2015/07/30 07:00:00+00,5992.50549703,2015,UNKNOWN,261032495.317603,132750.092181077
454,WACOF,COLVILLE NF,NORTH BOULDER 2,867,2015/07/20 07:00:00+00,2015/07/31 07:00:00+00,232.57869168,2015,LIGHTNING,10131087.2850415,18566.0356276118
455,WAOWF,OKAN-WEN NF,BUCK CREEK,295,2016/07/22 07:00:00+00,2016/08/29 07:00:00+00,3207.42894521,2016,LIGHTNING,139715045.991601,66767.4802530666
456,WAOWF,OKAN-WEN NF,SAUL,437,2016/08/21 07:00:00+00,2016/08/29 07:00:00+00,463.72948718,2016,UNKNOWN,20199975.6613365,19749.3160892764
457,WAPCS,WA DNR - PC REGION,GISH,232,2015/08/09 07:00:00+00,2015/08/10 07:00:00+00,101.43773091,2015,UNKNOWN,4418609.8839945,10156.9372390986
458,WANES,WA DNR - NE REGION,9 MILE,001147,2015/08/13 07:00:00+00,2015/08/16 07:00:00+00,4720.39583362,2015,UNKNOWN,205619620.031732,88038.0160005765
459,WACOF,COLVILLE NF,BALDY,001003,2015/08/01 07:00:00+00,2015/08/17 07:00:00+00,515.18595033,2015,UNKNOWN,22441410.230624,35348.664616024
460,WAOWF,OKAN-WEN NF,WOLVERINE,287,2015/06/29 07:00:00+00,2015/09/13 07:00:00+00,65549.74496403,2015,LIGHTNING,2855335469.25695,1414734.39884149
461,WANES,WA DNR - NE REGION,CARPENTER ROAD,001235,2015/08/14 07:00:00+00,2015/09/12 07:00:00+00,64043.29159494,2015,LIGHTNING,2789714622.98371,490287.743364112
462,WASPD,SPOKANE BLM,REACH,651,2015/08/14 07:00:00+00,2015/09/13 07:00:00+00,89093.40391715,2015,UNKNOWN,3880893151.01168,1075595.86827506
463,WANES,WA DNR - NE REGION,ROY,001222,2015/08/14 07:00:00+00,2015/08/20 07:00:00+00,120.26315236,2015,UNKNOWN,5238641.962024,14944.3361380554
464,WANCP,NORTH CASCADES NP,ROCKY BEAVER,046,2015/08/10 07:00:00+00,2015/08/23 07:00:00+00,140.98689395,2015,LIGHTNING,6141364.534781,9897.94133837197
465,WASPD,SPOKANE BLM,LOWER CRAB CREEK,379,2016/08/05 07:00:00+00,2016/08/12 07:00:00+00,5746.62856025,2016,UNKNOWN,250322138.793051,148595.7855298
466,WAOLP,OLYMPIC NP,HAYES TWO,153,2016/07/26 07:00:00+00,2016/09/08 07:00:00+00,2389.9156134,2016,LIGHTNING,104104307.701317,119368.158899824
467,WAOLP,OLYMPIC NP,GODKIN,151,2016/07/25 07:00:00+00,2016/09/08 07:00:00+00,563.31251177,2016,LIGHTNING,24537794.8610315,49324.8757052142
468,WAOLP,OLYMPIC NP,IGNAR CREEK,162,2016/07/29 07:00:00+00,2016/09/08 07:00:00+00,79.93271576,2016,LIGHTNING,3481855.1708775,14375.6845127705
469,WASPD,SPOKANE BLM,MORRIS LANE,337,2016/07/28 07:00:00+00,2016/08/11 07:00:00+00,1414.5968398,2016,HUMAN,61619591.862656,50168.6144734404
470,WACOA,COLVILLE AGENCY,ELMER CITY,129,2016/09/11 07:00:00+00,2016/09/12 07:00:00+00,5491.12975663,2016,HUMAN,239192655.425346,75212.2655179345
471,WAWFS,WA FIRE SERVICE,STARBUCK,162,2016/07/17 07:00:00+00,2016/09/12 07:00:00+00,2481.14595978,2016,HUMAN,108078285.693545,46268.3847056225
472,WAWFS,WA FIRE SERVICE,FLETCHER ROAD,385,2016/08/07 07:00:00+00,2016/09/12 07:00:00+00,6780.17975416,2016,LIGHTNING,295343448.71375,129999.157657775
473,WAWFS,WA FIRE SERVICE,230 SWITCH YARD,502,2016/09/12 07:00:00+00,2016/09/12 07:00:00+00,234.20966066,2016,UNKNOWN,10202132.009536,13372.0157260242
474,WASPD,SPOKANE BLM,OLD LADY CREEK,497,2016/09/10 07:00:00+00,2016/09/13 07:00:00+00,2548.08769402,2016,UNKNOWN,110994255.97294,65556.572448463
475,WAOWF,OKAN-WEN NF,ROCK CREEK,495,2016/09/10 07:00:00+00,2016/09/16 07:00:00+00,1382.51249499,2016,UNKNOWN,60222003.392908,48157.8803205323
476,WANES,WA DNR - NE REGION,PICKENS NORTH,832,2016/08/24 07:00:00+00,2016/08/26 07:00:00+00,724.04509913,2016,HUMAN,31539278.36057,32862.4111715125
477,WAWFS,WA FIRE SERVICE,SOUTH WARD GAP,353,2016/07/31 07:00:00+00,2016/09/27 07:00:00+00,5039.58157351,2016,UNKNOWN,219523295.246105,73349.9993841187
478,WANCP,NORTH CASCADES NP,LONE MOUNTAIN 1,018,2014/07/14 07:00:00+00,2014/08/07 07:00:00+00,2436.74850045,2014,LIGHTNING,106144340.101124,99833.7625872184
479,WAWFS,WA FIRE SERVICE,SAND RIDGE,513,2014/08/20 07:00:00+00,2014/08/25 07:00:00+00,2276.76296247,2014,LIGHTNING,99175397.942484,106307.509021449
480,WAOWF,OKAN-WEN NF,LITTLE BRIDGE CREEK,538,2014/08/03 07:00:00+00,2014/08/17 07:00:00+00,4959.32444003,2014,LIGHTNING,216027308.495825,236117.890961406
481,WAGPF,GIFFORD PINCHOT NF,ALDER LAKE,627,2015/07/26 07:00:00+00,2015/09/30 07:00:00+00,359.40817821,2015,LIGHTNING,15655757.619733,24915.0380720689
482,WASPD,SPOKANE BLM,PEGG CANYON,427,2015/07/10 07:00:00+00,2015/07/12 07:00:00+00,14769.15206569,2015,LIGHTNING,643341690.607187,305221.910955239
483,WAWFS,WA FIRE SERVICE,TRINIDAD,514,2014/09/13 07:00:00+00,2014/09/15 07:00:00+00,211.1950849,2014,HUMAN,9199621.0998505,18606.6851003671
484,WAOWF,OKAN-WEN NF,MIDDLE MOUNTAIN,311,2014/07/13 07:00:00+00,2014/08/17 07:00:00+00,412.45700483,2014,LIGHTNING,17966555.2639365,23462.8469435797
485,WAWFS,WA FIRE SERVICE,MONUMENTAL,UNKNOWN,2014/09/03 07:00:00+00,2014/09/03 07:00:00+00,11402.42567371,2014,HUMAN,496687675.590148,123632.638050006
486,WACOF,COLVILLE NF,SOUTH FORK SLATE TRAIL - D5,001218,2015/08/18 07:00:00+00,2015/10/09 07:00:00+00,170.93119729,2015,UNKNOWN,7445733.1708845,14914.8612919201
487,WACOF,COLVILLE NF,STICKPIN,001111,2015/08/11 07:00:00+00,2015/09/22 07:00:00+00,53828.52793618,2015,LIGHTNING,2344761297.82657,481587.304041941
488,WACOF,COLVILLE NF,RENNER,001202,2015/08/17 07:00:00+00,2015/09/22 07:00:00+00,13794.41134383,2015,UNKNOWN,600882154.601396,141001.268351287
489,WACOF,COLVILLE NF,GRAVES MOUNTAIN,001196,2015/08/14 07:00:00+00,2015/09/22 07:00:00+00,8570.23286642,2015,LIGHTNING,373317850.385557,132256.844418628
490,ORUMF,UMATILLA NF,BEAR RIDGE,935,2015/08/13 07:00:00+00,2015/10/15 07:00:00+00,1943.18944025,2015,LIGHTNING,84644993.436167,72186.5856002702
491,ORUMF,UMATILLA NF,BUTTE CREEK,945,2015/08/13 07:00:00+00,2015/10/15 07:00:00+00,78759.43333982,2015,LIGHTNING,3430747193.25253,784027.962951807
492,ORUMF,UMATILLA NF,GREEN RIDGE,001027,2015/08/13 07:00:00+00,2015/10/15 07:00:00+00,2.91894784,2015,LIGHTNING,127148.85929,1479.60323039758
493,ORUMF,UMATILLA NF,WEST BUTTE,946,2015/08/13 07:00:00+00,2015/10/15 07:00:00+00,4.31466382,2015,LIGHTNING,187946.0043985,1638.01698493212
494,WAOWF,OKAN-WEN NF,LIME BELT,657,2015/08/14 07:00:00+00,2015/09/25 07:00:00+00,133821.38283772,2015,LIGHTNING,5829236119.39637,1341616.44487875
495,WACOA,COLVILLE AGENCY,NORTH STAR,157,2015/08/13 07:00:00+00,2015/09/26 07:00:00+00,218251.93500824,2015,HUMAN,9507016260.77954,980277.147008199
496,WANES,WA DNR - NE REGION,TUNK BLOCK,001219,2015/08/14 07:00:00+00,2015/09/26 07:00:00+00,165923.95230543,2015,LIGHTNING,7227618451.86413,1290391.31654644
497,WAOWF,OKAN-WEN NF,NEWBY LAKE,337,2015/07/02 07:00:00+00,2015/08/11 07:00:00+00,5158.25346378,2015,LIGHTNING,224692622.108822,183073.214726059
498,WAOWF,OKAN-WEN NF,KELLY MOUNTAIN,375,2014/07/16 07:00:00+00,2014/07/25 07:00:00+00,124.17705199,2014,LIGHTNING,5409130.7479645,20626.489628153
499,WAOWF,OKAN-WEN NF,DUNCAN,377,2014/07/16 07:00:00+00,2014/08/20 07:00:00+00,12697.04812733,2014,LIGHTNING,553081204.095005,246702.342334353
500,WASES,WA DNR - SE REGION,SNAG CANYON,559,2014/08/02 07:00:00+00,2014/08/21 07:00:00+00,12595.053042,2014,LIGHTNING,548638315.949722,239743.982282576
501,WASES,WA DNR - SE REGION,HANSEL CREEK,549,2014/08/02 07:00:00+00,2014/08/19 07:00:00+00,1072.40231553,2014,LIGHTNING,46713658.0091315,46122.2210795526
502,WASPS,WA DNR - SPS REGION,HAVEN LAKE,0050,2014/08/11 07:00:00+00,2014/08/17 07:00:00+00,167.74417815,2014,HUMAN,7306907.1722905,15333.5493388214
503,WASES,WA DNR - SE REGION,WOOD GULCH,UNKNOWN,2007/07/13 07:00:00+00,2007/07/16 07:00:00+00,7665.60427041,2007,LIGHTNING,333912386.36536,117458.56472708
504,WACOF,COLVILLE NF,CURVE BALL,UNKNOWN,2007/07/13 07:00:00+00,2007/07/19 07:00:00+00,108.7343823,2007,LIGHTNING,4736450.7473325,13409.6568939721
505,WACOF,COLVILLE NF,WINDY RIDGE,UNKNOWN,2007/07/13 07:00:00+00,2007/07/19 07:00:00+00,217.65390093,2007,LIGHTNING,9480966.000595,15474.5715904936
506,WANES,WA DNR - NE REGION,TRIPOD (TRIPOD COMPLEX),243,2006/07/24 07:00:00+00,2006/09/15 07:00:00+00,174602.85445785,2006,UNKNOWN,7605669917.41295,1669778.44749257
507,WASES,WA DNR - SE REGION,ELK HEIGHTS,570,2004/07/30 07:00:00+00,2004/08/02 07:00:00+00,353.51181446,2004,ARSON,15398913.0420265,36591.8886077312
508,WAOWF,OKAN-WEN NF,ISABEL,637,2003/09/07 07:00:00+00,2006/11/02 07:00:00+00,4267.02004645,2003,UNKNOWN,185870649.738382,79564.8872967402
509,WAOWF,OKAN-WEN NF,GOOSE LAKE,UNKNOWN,2001/08/13 07:00:00+00,2006/11/02 07:00:00+00,1282.69201701,2001,UNKNOWN,55873840.765054,37710.3003174001
510,WAOWF,OKAN-WEN NF,THIRTYMILE,049,2001/07/23 07:00:00+00,2006/11/02 07:00:00+00,10344.78766472,2001,UNKNOWN,450617148.201163,119582.928216985
511,WACOA,COLVILLE AGENCY,SANDHILLS,180,2013/08/10 07:00:00+00,2013/08/11 07:00:00+00,115.85781347,2013,LIGHTNING,5046746.1679,9996.47263347315
512,WAWFS,WA FIRE SERVICE,COLOCKUM TARPS,402,2013/07/27 07:00:00+00,2013/08/13 07:00:00+00,81733.27016772,2013,MISCELLANEOUS,3560287007.3149,338423.228411131
513,WAYAA,BIA - YAKIMA,JOJO,104,2013/08/11 07:00:00+00,2013/08/12 07:00:00+00,4242.96579207,2013,UNKNOWN,184822850.608808,73923.9073969076
514,WASES,WA DNR - SE REGION,MILEPOST 10,0940,2013/08/09 07:00:00+00,2013/08/14 07:00:00+00,5443.33991408,2013,LIGHTNING,237110938.210737,102201.848792414
515,WASPD,SPOKANE BLM,DESMARAIS,50090,2013/06/07 07:00:00+00,2013/06/18 07:00:00+00,10132.92422362,2013,UNKNOWN,441388413.622131,172958.901488681
516,WASPD,SPOKANE BLM,DENNIS COMMAND,198,2013/07/04 07:00:00+00,2013/07/06 07:00:00+00,332.86810106,2013,MISCELLANEOUS,14499676.4834525,25959.9179232518
517,WAOWF,OKAN-WEN NF,EAGLE,616,2013/08/19 07:00:00+00,2013/08/27 07:00:00+00,1465.80703442,2013,MISCELLANEOUS,63850299.0175145,43107.7406151961
518,WAWFS,WA FIRE SERVICE,GILMORE GULCH,605,2015/07/05 07:00:00+00,2015/08/01 07:00:00+00,7487.72699125,2015,UNKNOWN,326164083.078658,139694.901618433
519,WANCP,NORTH CASCADES NP,GOODE,031,2015/07/29 07:00:00+00,2015/08/03 07:00:00+00,479.30036122,2015,UNKNOWN,20878240.221691,19706.9242240624
520,WAWFS,WA FIRE SERVICE,HWY 8,050595,2015/08/04 07:00:00+00,2015/08/08 07:00:00+00,33104.59216253,2015,UNKNOWN,1442030266.46137,473397.963982754
521,WASES,WA DNR - SE REGION,DRY CREEK,194,2017/07/07 07:00:00+00,2017/07/14 07:00:00+00,336.743809,2017,UNKNOWN,14668501.6457085,26318.7441125438
522,WANES,WA DNR - NE REGION,CANYON CREEK,221,2017/07/15 07:00:00+00,2017/07/16 07:00:00+00,3821.67494443,2017,HUMAN,166471494.691527,61057.0639052446
523,WACOA,COLVILLE AGENCY,REDFORD CANYON,053,2017/07/15 07:00:00+00,2017/07/20 07:00:00+00,831.37472668,2017,LIGHTNING,36214538.2357305,32215.6315450632
524,WANCP,NORTH CASCADES NP,SNOWFIELD,051,2015/08/10 07:00:00+00,2015/08/27 07:00:00+00,184.05096826,2015,UNKNOWN,8017228.1082505,23389.0984949234
525,WANCP,NORTH CASCADES NP,GOODELL,039,2015/08/10 07:00:00+00,2015/08/28 07:00:00+00,7118.08907997,2015,LIGHTNING,310062720.068959,167632.660991987
526,WANCP,NORTH CASCADES NP,CAT ISLAND,048,2015/08/10 07:00:00+00,2015/08/28 07:00:00+00,147.83188245,2015,LIGHTNING,6439531.0411735,11249.8286121105
527,WAOLP,OLYMPIC NP,PARADISE,005,2015/06/15 07:00:00+00,2015/09/26 07:00:00+00,2798.07884583,2015,LIGHTNING,121883826.987467,114994.918731565
528,WANES,WA DNR - NE REGION,GOLD HILL,001234,2015/08/23 07:00:00+00,2015/08/31 07:00:00+00,556.41682836,2015,LIGHTNING,24237420.0931635,37365.1633298297
529,WANCP,NORTH CASCADES NP,THURSDAY CREEK,040,2015/08/10 07:00:00+00,2015/08/27 07:00:00+00,566.29689074,2015,LIGHTNING,24667793.888987,28672.2232704009
530,WANCP,NORTH CASCADES NP,NO NAME 15,045,2015/08/10 07:00:00+00,2015/08/27 07:00:00+00,344.15597123,2015,LIGHTNING,14991374.1409145,26162.4047746691
531,WANES,WA DNR - NE REGION,TWISP RIVER,001351,2015/08/19 07:00:00+00,2015/08/29 07:00:00+00,11222.18847875,2015,UNKNOWN,488836574.782182,136775.868627619
532,WANES,WA DNR - NE REGION,MARBLE VALLEY,001224,2015/08/14 07:00:00+00,2015/08/31 07:00:00+00,3082.02413743,2015,UNKNOWN,134252434.415135,69031.2225912687
533,WAOWF,OKAN-WEN NF,BLANKENSHIP,443,2015/07/13 07:00:00+00,2015/09/02 07:00:00+00,212.37960162,2015,UNKNOWN,9251218.4417745,32540.6787950936
534,WACOF,COLVILLE NF,HALL MOUNTAIN,001302,2015/08/17 07:00:00+00,2015/09/02 07:00:00+00,39.20676821,2015,UNKNOWN,1707839.992023,5842.27468759012
535,WANES,WA DNR - NE REGION,ONATA CREEK,001310,2015/08/17 07:00:00+00,2015/09/02 07:00:00+00,546.71084557,2015,LIGHTNING,23814629.174352,28220.472489932
536,WAOWF,OKAN-WEN NF,FIRST CREEK,650,2015/08/14 07:00:00+00,2015/09/04 07:00:00+00,7491.3629481,2015,LIGHTNING,326322464.725397,164367.026690079
537,WAYAA,BIA - YAKIMA,COUGAR CREEK,157,2015/08/10 07:00:00+00,2015/09/06 07:00:00+00,53513.97934638,2015,LIGHTNING,2331059616.06203,465475.771419601
538,WAOWF,OKAN-WEN NF,MEEKS TABLE,784,2015/09/12 07:00:00+00,2015/09/17 07:00:00+00,1021.37580047,2015,UNKNOWN,44490951.903991,43134.8394170506
539,WASES,WA DNR - SE REGION,HORSETHIEF BUTTE,789,2015/09/14 07:00:00+00,2015/09/17 07:00:00+00,6383.44221761,2015,UNKNOWN,278061630.749121,113869.692627796
540,WAMCR,MID COLUMBIA NWR,STATELINE,788,2015/09/13 07:00:00+00,2015/09/15 07:00:00+00,8007.52977668,2015,UNKNOWN,348806601.841466,99198.5468996309
541,WASPS,WA DNR - SPS REGION,SAWMILL CREEK,177,2017/09/04 07:00:00+00,2017/09/18 07:00:00+00,1098.52468357,2017,UNKNOWN,47851543.8096395,46444.5355939952
542,WAOWF,OKAN-WEN NF,UNO PEAK,458,2017/08/30 07:00:00+00,2017/09/20 07:00:00+00,8751.09812245,2017,UNKNOWN,381196309.424177,374062.423957677
543,WAOWF,OKAN-WEN NF,NORSE PEAK,365,2017/08/11 07:00:00+00,2017/09/20 07:00:00+00,52062.07479758,2017,LIGHTNING,2267814906.89577,740621.154723142
544,WAOWF,OKAN-WEN NF,DIAMOND CREEK,267,2017/07/23 07:00:00+00,2017/09/27 07:00:00+00,127785.83752256,2017,UNKNOWN,5566328817.10068,1764408.65149201
545,WASPD,SPOKANE BLM,JAMESON LAKE,050417,2015/07/10 07:00:00+00,2015/07/12 07:00:00+00,6363.96527978,2015,LIGHTNING,277213218.731076,113197.879184686
546,WASPD,SPOKANE BLM,SOUTH SULPHUR SPRINGS,050206,2015/06/12 07:00:00+00,2015/10/05 07:00:00+00,763.76924511,2015,UNKNOWN,33269655.238022,42286.2047489904
547,WASPD,SPOKANE BLM,SEVEN SPRINGS,001085,2015/08/10 07:00:00+00,2015/08/10 07:00:00+00,542.16641593,2015,UNKNOWN,23616674.611004,29745.1417158469
548,WANES,WA DNR - NE REGION,I-90 SPRAGUE,001007,2015/08/01 07:00:00+00,2015/08/05 07:00:00+00,1692.24003466,2015,UNKNOWN,73713681.0541895,45251.8348933351
549,WAMCR,MID COLUMBIA NWR,SADDLE MOUNTAIN,291,2015/06/29 07:00:00+00,2015/07/06 07:00:00+00,446.62559723,2015,UNKNOWN,19454933.195254,30710.9743194512
550,WAWFS,WA FIRE SERVICE,MONUMENT,601,2015/06/30 07:00:00+00,2015/07/02 07:00:00+00,1954.18360665,2015,UNKNOWN,85123897.4092195,68756.5527102747
551,WABENN,BENTON COUNTY FD,LES BLAIR,267,2015/06/27 07:00:00+00,2015/10/05 07:00:00+00,865.57726598,2015,UNKNOWN,37704394.8881815,61010.6046129015
552,WASPD,SPOKANE BLM,BERRIAN,271,2015/06/27 07:00:00+00,2015/10/05 07:00:00+00,876.77192871,2015,UNKNOWN,38192032.445881,55552.6567934213
553,WASPD,SPOKANE BLM,OUTLAW DRAW,050445,2015/07/15 07:00:00+00,2015/07/17 07:00:00+00,1980.53602216,2015,UNKNOWN,86271804.037198,90955.2608794982
554,WACOF,COLVILLE NF,TOWER,001120,2015/08/12 07:00:00+00,2015/10/15 07:00:00+00,24734.28966489,2015,LIGHTNING,1077421348.10426,379556.055091897
555,WACOF,COLVILLE NF,GREASE CREEK,001212,2015/08/14 07:00:00+00,2015/10/15 07:00:00+00,730.26467185,2015,LIGHTNING,31810201.8646225,53501.7724666521
556,WACOF,COLVILLE NF,SHERMAN,UNKNOWN,1988/08/24 07:00:00+00,1988/08/24 07:00:00+00,2222.9646324,1988,UNKNOWN,96831952.0584895,62599.9477042549
557,WANES,WA DNR - NE REGION,ROCK CUT,UNKNOWN,1995/05/27 07:00:00+00,1995/05/27 07:00:00+00,20.8211709,1995,UNKNOWN,906966.5765865,5417.75504865831
558,WACOF,COLVILLE NF,DAY CREEK,UNKNOWN,2006/10/05 07:00:00+00,2006/10/05 07:00:00+00,131.14790048,2006,UNKNOWN,5712779.6936175,12839.7356842894
559,WACOF,COLVILLE NF,MANKATO,UNKNOWN,1994/08/12 07:00:00+00,1994/08/12 07:00:00+00,964.80299703,1994,UNKNOWN,42026650.4436615,44668.5885973101
560,WACOF,COLVILLE NF,UNKNOWN,UNKNOWN,1994/07/23 07:00:00+00,1994/07/23 07:00:00+00,81.19554641,1994,UNKNOWN,3536863.8542825,9168.03723771469
561,WACOF,COLVILLE NF,UNKNOWN,UNKNOWN,1986/07/23 07:00:00+00,1986/07/23 07:00:00+00,96.66305531,1986,UNKNOWN,4210625.8469315,9440.77180692564
562,WACOF,COLVILLE NF,WHITE MOUNTAIN,UNKNOWN,1988/08/24 07:00:00+00,1988/08/24 07:00:00+00,22239.91614935,1988,UNKNOWN,968766872.386528,197034.362268667
563,WACOF,COLVILLE NF,OLSEN PEAK,UNKNOWN,1994/07/23 07:00:00+00,1994/07/23 07:00:00+00,185.90186911,1994,UNKNOWN,8097853.027001,14492.1723969495
564,WACOF,COLVILLE NF,INCIDENT 94 SOUTH,UNKNOWN,1994/07/23 07:00:00+00,1994/07/23 07:00:00+00,115.8020307,1994,UNKNOWN,5044316.2800165,10838.0874268703
565,WACOF,COLVILLE NF,INCIDENT 47,UNKNOWN,1994/07/23 07:00:00+00,1994/07/23 07:00:00+00,116.85487271,1994,UNKNOWN,5090177.894453,9678.77689300193
566,WAOWF,OKAN-WEN NF,MANASTASH RIDGE,619,2013/08/20 07:00:00+00,2013/09/02 07:00:00+00,2351.83258868,2013,LIGHTNING,102445417.780182,50168.8179397729
567,WASPD,SPOKANE BLM,JUNIPER RANCH,543,2017/05/14 07:00:00+00,2017/05/15 07:00:00+00,99.90709868,2017,HUMAN,4351935.810718,19481.0733694124
568,WASES,WA DNR - SE REGION,SPARTAN,120,2017/06/26 07:00:00+00,2017/06/29 07:00:00+00,8728.97766046,2017,LIGHTNING,380232745.954072,109642.854893614
569,WASPD,SPOKANE BLM,STRAIGHT HOLLOW,126,2017/06/26 07:00:00+00,2017/06/30 07:00:00+00,8436.24406786,2017,LIGHTNING,367481321.66625,97087.8433641806
570,WASPD,SPOKANE BLM,SUTHERLAND CANYON,121,2017/06/26 07:00:00+00,2017/07/02 07:00:00+00,29257.91470054,2017,LIGHTNING,1274469666.46172,370709.852095827
571,WASPD,SPOKANE BLM,RATTLESNAKE HILLS,180,2017/07/05 07:00:00+00,2017/07/07 07:00:00+00,3390.16271551,2017,UNKNOWN,147674897.186121,66186.2947158738
572,WASES,WA DNR - SE REGION,MITCHELL,179,2017/07/05 07:00:00+00,2017/07/09 07:00:00+00,598.98587327,2017,UNKNOWN,26091720.2725785,21979.3768466826
573,WAMCR,MID COLUMBIA NWR,GOOSE LAKE,202,2017/07/09 07:00:00+00,2017/07/09 07:00:00+00,707.62892662,2017,HUMAN,30824192.7463505,24998.8329841246
574,WAWFS,WA FIRE SERVICE,LES BLAIR,136,2018/06/04 07:00:00+00,2018/06/06 07:00:00+00,905.72865494,2018,UNKNOWN,39453382.3953585,36124.4291043509
575,WASPD,SPOKANE BLM,SOAP LAKE,1282,2018/06/11 07:00:00+00,2018/06/14 07:00:00+00,2639.6936417,2018,UNKNOWN,114984595.09284,79677.3673625603
576,WASES,WA DNR - SE REGION,MILEPOST TWENTY TWO,178,2018/06/20 07:00:00+00,2018/06/24 07:00:00+00,7596.7878315,2018,HUMAN,330914754.277109,76160.6841835085
577,WAWFS,WA FIRE SERVICE,MONTECITO,227,2018/06/28 07:00:00+00,2018/06/29 07:00:00+00,1876.93776094,2018,UNKNOWN,81759081.8292765,101232.591900431
578,WAWFS,WA FIRE SERVICE,EASTERDAY,193,2018/06/22 07:00:00+00,2018/06/23 07:00:00+00,1299.4116094,2018,UNKNOWN,56602143.2961715,70434.0946929034
579,WAMSF,MT. BAKER-SNOQ NF,PARK CREEK,59,2018/06/20 07:00:00+00,2018/06/22 07:00:00+00,40.52189672,2018,LIGHTNING,1765126.760771,8579.783309865
580,WAWFS,WA FIRE SERVICE,SNAKE RIVER,014117,2017/07/15 07:00:00+00,2017/07/17 07:00:00+00,3115.00440087,2017,LIGHTNING,135689048.94388,57032.0017585668
581,WASES,WA DNR - SE REGION,400,250,2017/07/20 07:00:00+00,2017/07/23 07:00:00+00,26087.35997476,2017,UNKNOWN,1136360855.04332,205772.714785312
582,WANES,WA DNR - NE REGION,BISSELL,001521,2017/07/23 07:00:00+00,2017/07/25 07:00:00+00,414.88922802,2017,UNKNOWN,18072502.482505,19339.2350834506
583,WAWFS,WA FIRE SERVICE,GLADE 3,306,2017/07/30 07:00:00+00,2017/08/01 07:00:00+00,10951.25724417,2017,UNKNOWN,477034857.410738,115926.296037957
584,WANWS,WA DNR - NW REGION,SUIATTLE,088,2017/07/30 07:00:00+00,2017/08/06 07:00:00+00,216.36617448,2017,HUMAN,9424872.860967,16777.9822387885
585,WAWFS,WA FIRE SERVICE,HAYES ROAD,331,2017/08/04 07:00:00+00,2017/08/06 07:00:00+00,2497.47042341,2017,UNKNOWN,108789376.485019,55442.1999224765
586,WAMCR,MID COLUMBIA NWR,EAST SADDLE,384,2017/08/12 07:00:00+00,2017/08/14 07:00:00+00,17466.1790746,2017,UNKNOWN,760823717.185513,205935.112021765
587,WACOF,COLVILLE NF,NOISY CREEK,001416,2017/07/15 07:00:00+00,2017/08/18 07:00:00+00,4305.36892351,2017,LIGHTNING,187541120.141452,109351.654065003
588,WAOWF,OKAN-WEN NF,367,367,2017/08/11 07:00:00+00,2017/08/28 07:00:00+00,62.10397897,2017,LIGHTNING,2705238.502766,7721.51328562387
