County,Year,Month,EstTotalAcres
Marion,2014,7,0.01
Marion,2014,8,0.56
Marion,2014,9,17.89
Marion,2015,4,0.01
Marion,2015,5,0.03
Marion,2015,6,0.03
Marion,2015,7,80.78999999999999
Marion,2015,8,7.0600000000000005
Marion,2015,9,0.32
Marion,2016,5,3.96
Marion,2016,6,0.01
Marion,2016,7,0.79
Marion,2016,8,2.54
Marion,2016,9,1.5
Marion,2017,7,0.85
Marion,2017,8,14.16
Marion,2017,9,17.75
Marion,2017,10,22.95
Marion,2017,11,0.1
Marion,2018,2,0.01
Marion,2018,4,0.01
Marion,2018,5,3.5
Marion,2018,6,0.01
Marion,2018,7,30.860000000000003
Marion,2018,8,1.45
Marion,2018,9,4.42
Marion,2018,10,1.61
Marion,2019,3,184.42
Marion,2019,4,0.25
Marion,2019,5,0.11
Marion,2019,7,2.9699999999999998
Marion,2019,8,0.36
Marion,2019,9,0.36
Marion,2020,7,5.9
Marion,2020,8,398035.11
Marion,2020,9,8.2
Marion,2020,10,0.1
Marion,2020,12,0.01
Marion,2021,4,1.0
Marion,2021,6,0.01
Marion,2021,7,4.82
Marion,2021,8,3.7899999999999996
Marion,2021,9,0.38
Marion,2022,7,0.27
Marion,2022,8,0.4
Marion,2022,9,0.11
Morrow,2000,6,0.2
Morrow,2000,7,0.02
Morrow,2000,8,0.1
Morrow,2000,9,0.01
Morrow,2000,10,0.01
Morrow,2001,7,1.18
Morrow,2001,8,155.82
Morrow,2001,9,0.1
Morrow,2001,10,0.35
Morrow,2002,6,0.02
Morrow,2002,7,14.1
Morrow,2002,8,0.02
Morrow,2002,10,0.91
Morrow,2002,11,0.27
Morrow,2003,6,2.01
Morrow,2003,7,1.51
Morrow,2003,8,5.859999999999999
Morrow,2003,10,0.04
Morrow,2004,6,0.25
Morrow,2004,7,0.12000000000000001
Morrow,2004,8,3.0
Morrow,2005,7,0.01
Morrow,2005,8,0.2
Morrow,2005,9,3.6
Morrow,2006,8,139.2
Morrow,2006,9,0.25
Morrow,2007,5,1.0
Morrow,2007,7,2.4
Morrow,2007,8,0.12000000000000001
Morrow,2007,9,3.95
Morrow,2007,11,0.01
Morrow,2008,6,6.119999999999999
Morrow,2008,7,0.5
Morrow,2008,8,157.4
Morrow,2008,10,0.11
Morrow,2009,7,166.0
Morrow,2009,8,25.66
Morrow,2010,7,27.7
Morrow,2012,7,25.5
Morrow,2012,10,77.0
Morrow,2013,8,21.35
Morrow,2013,9,0.25
Morrow,2014,7,34.2
Morrow,2014,8,0.2
Morrow,2014,9,0.1
Morrow,2014,10,1.81
Morrow,2015,6,0.7
Morrow,2015,7,19.0
Morrow,2015,10,0.1
Morrow,2017,8,95.34
Morrow,2017,10,39.8
Morrow,2018,7,405.0
Morrow,2018,8,420.0
Morrow,2018,11,10.7
Morrow,2019,7,17.95
Morrow,2019,8,0.30000000000000004
Morrow,2019,9,0.85
Morrow,2019,11,22.0
Morrow,2020,7,73.81
Morrow,2020,8,5.11
Morrow,2022,8,0.1
Multnomah,2001,9,0.25
Multnomah,2002,8,0.01
Multnomah,2002,9,0.25
Multnomah,2003,7,0.1
Multnomah,2005,8,0.7
Multnomah,2005,9,10.0
Multnomah,2006,5,0.01
Multnomah,2006,7,0.01
Multnomah,2006,8,0.01
Multnomah,2007,7,0.01
Multnomah,2007,8,0.02
Multnomah,2008,9,0.01
Multnomah,2008,10,47.0
Multnomah,2011,9,0.25
Multnomah,2012,2,1.5
Multnomah,2012,7,0.01
Multnomah,2013,7,0.02
Multnomah,2014,8,0.01
Multnomah,2014,9,0.2
Multnomah,2015,7,0.2
Multnomah,2015,8,1.06
Multnomah,2015,9,0.2
Multnomah,2016,9,0.01
Multnomah,2017,9,48831.01
Multnomah,2018,5,1.6
Multnomah,2018,9,0.5
Multnomah,2021,8,0.1
Multnomah,2021,9,3.5
Multnomah,2022,7,0.01
Multnomah,2022,9,0.2
Other State,2000,7,500.0
Other State,2001,7,0.1
Other State,2003,7,9.0
Other State,2004,7,308.0
Other State,2012,8,23658.0
Other State,2014,8,131.8
Other State,2015,7,6004.0
Other State,2015,8,76109.6
Other State,2017,8,0.1
Other State,2018,7,38050.0
Other State,2019,6,5.0
Other State,2020,7,13.0
Other State,2020,9,152270.0
Polk,2000,7,0.7
Polk,2000,8,10.11
Polk,2000,9,0.23
Polk,2001,5,0.5
Polk,2001,7,2.2
Polk,2001,10,0.1
Polk,2002,3,0.01
Polk,2002,5,2.0
Polk,2002,7,0.26
Polk,2002,8,2.4
Polk,2002,9,17.12
Polk,2002,10,21.38
Polk,2002,11,1.26
Polk,2003,6,382.02
Polk,2003,8,4.08
Polk,2004,6,43.0
Polk,2004,7,0.01
Polk,2004,8,0.07
Polk,2005,3,4.6
Polk,2005,5,0.01
Polk,2005,7,4.05
Polk,2005,8,0.01
Polk,2005,10,0.25
Polk,2006,4,0.25
Polk,2006,5,0.35
Polk,2006,6,0.01
Polk,2006,8,1.75
Polk,2006,10,0.75
Polk,2007,5,0.2
Polk,2007,6,0.75
Polk,2007,7,1.0
Polk,2007,8,5.6
Polk,2007,9,366.04
Polk,2007,10,54.0
Polk,2008,2,3.0
Polk,2008,7,0.21
Polk,2008,8,3.87
Polk,2008,9,0.8
Polk,2008,10,0.8
Polk,2009,5,0.33
Polk,2009,8,0.42000000000000004
Polk,2009,9,1.35
Polk,2009,10,0.01
Polk,2010,7,0.8999999999999999
Polk,2010,8,52.0
Polk,2010,10,0.12000000000000001
Polk,2011,7,0.01
Polk,2011,8,1.7999999999999998
Polk,2011,9,0.17
Polk,2012,5,0.3
Polk,2012,8,0.30000000000000004
Polk,2012,9,0.1
Polk,2012,10,3.31
Polk,2013,4,0.7
Polk,2013,5,19.12
Polk,2013,6,0.5
Polk,2013,7,0.01
Polk,2013,8,34.17
Polk,2013,9,0.61
Polk,2014,7,0.01
Polk,2014,8,2.03
Polk,2015,5,0.05
Polk,2015,6,0.56
Polk,2015,7,0.11
Polk,2015,8,2.77
Polk,2015,9,0.02
Polk,2016,4,0.4
Polk,2016,5,0.1
Polk,2016,6,0.22
Polk,2016,7,1.25
Polk,2016,8,14.180000000000001
Polk,2016,9,0.45999999999999996
Polk,2017,7,40.85
Polk,2017,8,5.61
Polk,2017,9,0.2
Polk,2017,10,14.01
Polk,2018,4,4.0
Polk,2018,5,0.45
Polk,2018,7,3.1799999999999997
Polk,2018,8,3.6
Polk,2018,9,0.1
Polk,2018,10,0.1
Polk,2019,4,2.3
Polk,2019,5,0.14
Polk,2019,7,0.38
Polk,2019,9,1.0
Polk,2020,7,0.01
Polk,2020,8,0.9500000000000001
Polk,2020,9,4.51
Polk,2021,4,11.05
Polk,2021,7,0.03
Polk,2021,8,0.6
Polk,2021,9,1.22
Polk,2022,7,0.07
Polk,2022,8,0.09
Polk,2022,9,0.13999999999999999
Polk,2022,10,0.46
Tillamook,2000,7,0.62
Tillamook,2000,8,0.76
Tillamook,2000,9,4.37
Tillamook,2000,10,0.25
Tillamook,2001,2,0.01
Tillamook,2001,3,4.0
Tillamook,2001,6,0.01
Tillamook,2001,7,0.43
Tillamook,2001,8,0.26
Tillamook,2001,9,0.01
Tillamook,2001,10,0.01
Tillamook,2002,3,0.22
Tillamook,2002,6,0.11
Tillamook,2002,7,0.56
Tillamook,2002,8,2.11
Tillamook,2002,9,0.9500000000000001
Tillamook,2002,10,1.6600000000000001
Tillamook,2002,11,139.5
Tillamook,2002,12,20.0
Tillamook,2003,6,0.12000000000000001
Tillamook,2003,7,0.7
Tillamook,2003,8,1.52
Tillamook,2003,9,0.53
Tillamook,2003,11,21.729999999999997
Tillamook,2004,3,0.01
Tillamook,2004,4,1.52
Tillamook,2004,5,0.01
Tillamook,2004,7,8.29
Tillamook,2004,8,0.03
Tillamook,2004,9,0.1
Tillamook,2004,12,0.01
Tillamook,2005,1,0.25
Tillamook,2005,7,0.22
Tillamook,2005,8,1.44
Tillamook,2005,9,0.73
Tillamook,2005,12,2.0
Tillamook,2006,2,2.0
Tillamook,2006,3,0.01
Tillamook,2006,4,1.0
Tillamook,2006,5,0.01
Tillamook,2006,6,0.5
Tillamook,2006,7,44.11
Tillamook,2006,8,1.5
Tillamook,2006,9,0.38
Tillamook,2006,10,8.21
Tillamook,2007,5,2.5
Tillamook,2007,7,4.73
Tillamook,2007,8,2.8299999999999996
Tillamook,2007,9,3.03
Tillamook,2007,11,0.1
Tillamook,2008,4,0.01
Tillamook,2008,6,4.08
Tillamook,2008,7,1.9100000000000001
Tillamook,2008,10,1.0
Tillamook,2009,5,3.0
Tillamook,2009,6,0.01
Tillamook,2009,7,11.759999999999998
Tillamook,2009,8,0.78
Tillamook,2009,9,0.01
Tillamook,2009,10,0.01
Tillamook,2010,7,0.02
Tillamook,2010,8,2.18
Tillamook,2010,9,0.01
Tillamook,2010,10,0.4
Tillamook,2011,8,0.37
Tillamook,2011,9,2.7199999999999998
Tillamook,2011,10,1.0
Tillamook,2012,7,0.31
Tillamook,2012,8,1.22
Tillamook,2012,9,0.24000000000000002
Tillamook,2013,4,0.5
Tillamook,2013,7,0.01
Tillamook,2013,8,1.01
Tillamook,2013,9,0.06
Tillamook,2013,11,2.0
Tillamook,2014,5,0.11
Tillamook,2014,7,0.27
Tillamook,2014,8,0.01
Tillamook,2014,9,0.44
Tillamook,2014,10,0.01
Tillamook,2014,11,0.3
Tillamook,2015,2,0.15
Tillamook,2015,6,1.21
Tillamook,2015,7,6.33
Tillamook,2015,8,0.12000000000000001
Tillamook,2015,9,0.02
Tillamook,2015,10,0.01
Tillamook,2016,6,0.01
Tillamook,2016,7,0.01
Tillamook,2016,8,0.01
Tillamook,2016,9,0.23
Tillamook,2017,7,0.5
Tillamook,2017,8,0.02
Tillamook,2017,9,0.17
Tillamook,2017,10,75.0
Tillamook,2018,6,0.5
Tillamook,2018,7,0.03
Tillamook,2018,8,0.02
Tillamook,2018,9,0.31
Tillamook,2018,10,0.01
Tillamook,2018,11,0.1
Tillamook,2019,5,0.25
Tillamook,2019,6,1.11
Tillamook,2019,7,0.72
Tillamook,2019,10,0.0
Tillamook,2020,7,0.11
Tillamook,2020,8,0.31
Tillamook,2020,9,310.94
Tillamook,2021,5,0.2
Tillamook,2021,7,182.20999999999998
Tillamook,2021,8,75.77
Tillamook,2021,9,0.12
Tillamook,2022,7,0.01
Tillamook,2022,8,0.14
Tillamook,2022,9,0.7100000000000001
Tillamook,2022,11,90.0
Umatilla,2000,6,1.3
Umatilla,2000,7,0.03
Umatilla,2000,8,4896.13
Umatilla,2000,9,0.1
Umatilla,2001,6,1.0
Umatilla,2001,7,1068.87
Umatilla,2001,8,10134.61
Umatilla,2001,9,3.11
Umatilla,2001,10,51.55
Umatilla,2002,3,1.5
Umatilla,2002,4,2.0
Umatilla,2002,5,0.01
Umatilla,2002,6,1.33
Umatilla,2002,7,8.84
Umatilla,2002,8,16.85
Umatilla,2002,9,0.03
Umatilla,2002,10,0.43
Umatilla,2002,11,461.0
Umatilla,2003,6,2.01
Umatilla,2003,7,322.8
Umatilla,2003,8,510.52
Umatilla,2003,9,0.01
Umatilla,2003,10,0.01
Umatilla,2003,11,813.0
Umatilla,2004,3,1.25
Umatilla,2004,6,0.1
Umatilla,2004,7,18.62
Umatilla,2004,8,2.93
Umatilla,2004,9,8.5
Umatilla,2005,4,0.45
Umatilla,2005,6,0.11
Umatilla,2005,7,362.40999999999997
Umatilla,2005,8,150.04
Umatilla,2005,9,77.01
Umatilla,2005,10,72.0
Umatilla,2006,5,0.5
Umatilla,2006,7,130.31
Umatilla,2006,8,263.04
Umatilla,2006,9,66.25
Umatilla,2006,10,0.01
Umatilla,2007,6,27.7
Umatilla,2007,7,731.0600000000001
Umatilla,2007,8,5067.61
Umatilla,2007,9,0.4
Umatilla,2007,10,1.0
Umatilla,2008,7,22.61
Umatilla,2008,8,746.3199999999999
Umatilla,2008,9,1.0
Umatilla,2008,10,23.62
Umatilla,2009,5,0.01
Umatilla,2009,6,9.51
Umatilla,2009,7,9.25
Umatilla,2009,8,728.05
Umatilla,2009,9,35.02
Umatilla,2009,10,1.05
Umatilla,2009,11,4.86
Umatilla,2010,3,3.0
Umatilla,2010,7,0.02
Umatilla,2010,8,0.98
Umatilla,2010,9,20.909999999999997
Umatilla,2011,5,0.25
Umatilla,2011,7,0.27
Umatilla,2011,8,386.07
Umatilla,2011,9,1.2200000000000002
Umatilla,2011,10,98.42
Umatilla,2011,11,178.8
Umatilla,2011,12,9.5
Umatilla,2012,3,0.01
Umatilla,2012,4,15.7
Umatilla,2012,5,0.35
Umatilla,2012,7,121.68
Umatilla,2012,8,1.9100000000000001
Umatilla,2012,9,0.31
Umatilla,2012,10,8.6
Umatilla,2013,3,0.5
Umatilla,2013,5,0.1
Umatilla,2013,6,1.0
Umatilla,2013,7,0.63
Umatilla,2013,8,107.8
Umatilla,2013,10,0.5
Umatilla,2014,5,0.1
Umatilla,2014,6,240.78
Umatilla,2014,7,23.4
Umatilla,2014,8,79.0
Umatilla,2014,9,6.1499999999999995
Umatilla,2014,10,0.4
Umatilla,2015,4,2.0
Umatilla,2015,6,9.25
Umatilla,2015,7,218.60999999999999
Umatilla,2015,8,230.8
Umatilla,2015,10,0.5
Umatilla,2015,11,2.0
Umatilla,2016,6,0.1
Umatilla,2016,7,690.3199999999999
Umatilla,2016,8,316.21
Umatilla,2017,6,0.8500000000000001
Umatilla,2017,7,1.6
Umatilla,2017,8,522.3299999999999
Umatilla,2017,10,79.0
Umatilla,2018,6,0.11
Umatilla,2018,7,0.53
Umatilla,2018,8,4999.7
Umatilla,2018,9,129.32
Umatilla,2018,10,20.3
Umatilla,2019,6,0.35
Umatilla,2019,7,20.3
Umatilla,2019,8,0.8
Umatilla,2019,9,24.7
Umatilla,2019,10,98.4
Umatilla,2019,11,23.1
Umatilla,2020,3,1.9899999999999998
Umatilla,2020,4,1.1
Umatilla,2020,7,2.5
Umatilla,2020,8,233.82999999999998
Umatilla,2020,9,12756.0
Umatilla,2020,11,6.7
Umatilla,2021,5,0.3
Umatilla,2021,6,68.93
Umatilla,2021,7,6.699999999999999
Umatilla,2021,8,0.2
Umatilla,2021,10,1.6
Umatilla,2022,5,0.13
Umatilla,2022,7,0.59
Umatilla,2022,8,150.58
Umatilla,2022,9,0.4
Umatilla,2022,10,69.12
Union,2000,4,0.01
Union,2000,7,1.54
Union,2000,8,200.92000000000002
Union,2000,9,100.0
Union,2000,10,0.25
Union,2001,5,0.2
Union,2001,6,0.56
Union,2001,7,1.1300000000000001
Union,2001,8,2.61
Union,2001,9,25.28
Union,2001,10,0.5
Union,2002,5,0.25
Union,2002,6,0.21000000000000002
Union,2002,7,24.04
Union,2002,8,0.22
Union,2002,9,0.52
Union,2002,10,0.26
Union,2002,11,336.0
Union,2003,6,0.25
Union,2003,7,2.31
Union,2003,8,0.24000000000000002
Union,2003,9,45.0
Union,2003,10,24.06
Union,2004,6,0.01
Union,2004,7,2.8600000000000003
Union,2004,8,0.55
Union,2004,9,2.01
Union,2005,3,3.0
Union,2005,6,9.01
Union,2005,7,0.03
Union,2005,8,2684.26
Union,2005,9,1.25
Union,2005,10,0.01
Union,2006,5,54.0
Union,2006,7,0.64
Union,2006,8,36.13
Union,2006,9,16.5
Union,2007,5,0.15
Union,2007,6,0.05
Union,2007,7,30.81
Union,2007,8,282.9
Union,2007,9,0.25
Union,2007,10,343.5
Union,2007,11,29.0
Union,2008,4,0.01
Union,2008,7,4.91
Union,2008,8,0.31
Union,2008,9,0.02
Union,2008,10,4.13
Union,2009,4,5.5
Union,2009,6,220.01
Union,2009,7,0.21000000000000002
Union,2009,8,1.78
Union,2009,10,25.01
Union,2010,3,10.0
Union,2010,6,0.2
Union,2010,7,0.05
Union,2010,8,6.38
Union,2010,9,0.24000000000000002
Union,2011,7,9.03
Union,2011,8,3.37
Union,2011,9,0.05
Union,2011,11,74.0
Union,2011,12,62.0
Union,2012,3,12.0
Union,2012,8,21.259999999999998
Union,2012,10,0.51
Union,2013,7,54.83
Union,2013,8,5.3
Union,2013,9,10.11
Union,2014,6,9.0
Union,2014,7,8.209999999999999
Union,2014,8,11.299999999999999
Union,2014,9,0.02
Union,2014,10,165.0
Union,2015,3,0.2
Union,2015,4,35.0
Union,2015,5,1.1
Union,2015,6,0.2
Union,2015,7,4.55
Union,2015,8,2601.27
Union,2015,9,6.8
Union,2015,10,0.85
Union,2016,5,0.25
Union,2016,7,25.619999999999997
Union,2016,8,0.35
Union,2017,6,2.0
Union,2017,7,1.65
Union,2017,8,310.55
Union,2017,9,1.7000000000000002
Union,2017,10,0.01
Union,2018,6,0.1
Union,2018,7,0.45
Union,2018,8,78.0
Union,2018,9,3.7800000000000002
Union,2018,10,0.45
Union,2019,6,4.0
Union,2019,7,1.9700000000000002
Union,2019,8,20.02
Union,2019,9,0.1
Union,2020,3,14.0
Union,2020,4,4.0
Union,2020,7,4.38
Union,2020,8,91.25
Union,2020,9,0.45
Union,2021,5,6.68
Union,2021,6,0.11
Union,2021,7,0.2
Union,2021,8,0.35
Union,2022,5,0.01
Union,2022,7,0.61
Union,2022,8,1.8
Union,2022,9,83.5
Wallowa,2000,5,0.01
Wallowa,2000,6,0.5
Wallowa,2000,7,1.7200000000000002
Wallowa,2000,8,97023.18
Wallowa,2000,9,0.03
Wallowa,2000,10,0.01
Wallowa,2001,6,0.01
Wallowa,2001,7,29.14
Wallowa,2001,8,16317.57
Wallowa,2001,9,15.14
Wallowa,2001,10,40.269999999999996
Wallowa,2002,6,0.04
Wallowa,2002,7,91.53
Wallowa,2002,8,1.1500000000000001
Wallowa,2002,9,2.51
Wallowa,2002,10,10.7
Wallowa,2002,11,7.2
Wallowa,2003,5,0.71
Wallowa,2003,6,0.01
Wallowa,2003,7,5.029999999999999
Wallowa,2003,8,16028.25
Wallowa,2003,10,2.25
Wallowa,2003,11,0.1
Wallowa,2004,3,6.0
Wallowa,2004,6,0.02
Wallowa,2004,7,3.02
Wallowa,2004,8,10.33
Wallowa,2004,9,0.77
Wallowa,2005,6,0.25
Wallowa,2005,7,3.08
Wallowa,2005,8,42702.060000000005
Wallowa,2005,9,1419.01
Wallowa,2005,10,1.72
Wallowa,2006,3,7.0
Wallowa,2006,5,14.1
Wallowa,2006,6,0.02
Wallowa,2006,7,58.23
Wallowa,2006,8,13221.05
Wallowa,2006,9,2.97
Wallowa,2006,10,0.1
Wallowa,2006,11,0.01
Wallowa,2007,6,39.5
Wallowa,2007,7,93874.22
Wallowa,2007,8,8.22
Wallowa,2007,9,40.2
Wallowa,2007,10,0.04
Wallowa,2008,6,0.12000000000000001
Wallowa,2008,7,0.02
Wallowa,2008,8,2.2800000000000002
Wallowa,2008,9,0.01
Wallowa,2008,10,0.11
Wallowa,2009,4,19.0
Wallowa,2009,6,4.5
Wallowa,2009,7,0.18000000000000002
Wallowa,2009,8,3282.49
Wallowa,2009,9,0.21
Wallowa,2009,10,0.01
Wallowa,2010,3,4.0
Wallowa,2010,7,2.52
Wallowa,2010,8,17.77
Wallowa,2010,9,0.21000000000000002
Wallowa,2010,10,0.12000000000000001
Wallowa,2011,4,0.01
Wallowa,2011,5,0.01
Wallowa,2011,6,0.1
Wallowa,2011,7,0.21
Wallowa,2011,8,0.33
Wallowa,2011,9,8350.2
Wallowa,2011,10,1.81
Wallowa,2012,7,1.73
Wallowa,2012,8,73500.0
Wallowa,2012,9,98.76
Wallowa,2013,5,5.5
Wallowa,2013,7,12.709999999999999
Wallowa,2013,8,162.47000000000003
Wallowa,2013,9,10.96
Wallowa,2013,10,0.03
Wallowa,2014,4,21.3
Wallowa,2014,5,1.3
Wallowa,2014,6,0.1
Wallowa,2014,7,223.17
Wallowa,2014,8,40808.71
Wallowa,2014,9,27.5
Wallowa,2014,10,32.0
Wallowa,2015,4,0.15000000000000002
Wallowa,2015,5,0.01
Wallowa,2015,6,3.71
Wallowa,2015,7,773.91
Wallowa,2015,8,418.15
Wallowa,2015,10,0.01
Wallowa,2016,2,0.1
Wallowa,2016,3,0.01
Wallowa,2016,4,1.5
Wallowa,2016,5,0.25
Wallowa,2016,6,0.01
Wallowa,2016,7,1.01
Wallowa,2016,8,4.08
Wallowa,2016,9,6.3999999999999995
Wallowa,2016,10,0.05
Wallowa,2017,6,0.52
Wallowa,2017,7,8.23
Wallowa,2017,8,15.71
Wallowa,2017,9,0.1
Wallowa,2017,10,30.139999999999997
Wallowa,2018,2,15.25
Wallowa,2018,3,0.91
Wallowa,2018,4,8.0
Wallowa,2018,5,5.1
Wallowa,2018,6,0.2
Wallowa,2018,7,0.1
Wallowa,2018,8,38.68
Wallowa,2018,9,4.45
Wallowa,2018,10,26.6
Wallowa,2019,6,17.85
Wallowa,2019,7,1.33
Wallowa,2019,8,91.5
Wallowa,2019,9,249.60000000000002
Wallowa,2019,10,8.0
Wallowa,2019,11,0.01
Wallowa,2020,3,5.0
Wallowa,2020,4,0.1
Wallowa,2020,5,0.01
Wallowa,2020,8,4.37
Wallowa,2020,9,1.36
Wallowa,2020,11,0.1
Wallowa,2021,4,17.85
Wallowa,2021,6,7604.85
Wallowa,2021,7,22959.71
Wallowa,2021,8,153.96
Wallowa,2021,9,0.71
Wallowa,2021,10,0.1
Wallowa,2022,3,0.94
Wallowa,2022,7,1.3
Wallowa,2022,8,171531.05
Wallowa,2022,9,1.09
Wallowa,2022,10,0.35
Wasco,2000,4,0.01
Wasco,2000,5,0.01
Wasco,2000,6,1.5
Wasco,2000,7,1.26
Wasco,2000,8,1.27
Wasco,2000,9,6.5
Wasco,2001,5,160.86
Wasco,2001,6,219.51
Wasco,2001,7,22.01
Wasco,2001,8,5.0
Wasco,2001,9,2.25
Wasco,2001,10,0.01
Wasco,2002,4,3.0
Wasco,2002,5,0.75
Wasco,2002,6,15.0
Wasco,2002,7,12795.27
Wasco,2002,8,5.4
Wasco,2002,9,8.11
Wasco,2002,10,0.01
Wasco,2002,11,0.01
Wasco,2003,6,0.86
Wasco,2003,7,0.29
Wasco,2003,8,0.75
Wasco,2003,9,4.25
Wasco,2003,10,38.5
Wasco,2004,4,0.25
Wasco,2004,5,1.0
Wasco,2004,6,3.1
Wasco,2004,7,0.55
Wasco,2004,8,39.22
Wasco,2004,9,0.1
Wasco,2004,10,0.26
Wasco,2005,3,1.5
Wasco,2005,4,0.1
Wasco,2005,6,1.61
Wasco,2005,7,8.32
Wasco,2005,8,18.26
Wasco,2005,9,2.0
Wasco,2006,4,1.01
Wasco,2006,5,0.35
Wasco,2006,6,0.52
Wasco,2006,7,0.51
Wasco,2006,8,0.02
Wasco,2006,9,0.51
Wasco,2006,10,49.7
Wasco,2007,5,15.59
Wasco,2007,6,186.65
Wasco,2007,7,1237.52
Wasco,2007,8,0.18
Wasco,2007,9,22.060000000000002
Wasco,2007,10,0.52
Wasco,2008,5,1.4
Wasco,2008,7,1024.05
Wasco,2008,8,10.5
Wasco,2008,9,0.1
Wasco,2009,4,0.1
Wasco,2009,6,1.96
Wasco,2009,7,5.52
Wasco,2009,8,0.26
Wasco,2009,10,0.01
Wasco,2010,3,0.2
Wasco,2010,5,0.01
Wasco,2010,6,3.01
Wasco,2010,7,1.82
Wasco,2010,8,3234.15
Wasco,2010,10,5.8
Wasco,2010,12,0.01
Wasco,2011,5,0.25
Wasco,2011,6,0.1
Wasco,2011,7,0.25
Wasco,2011,8,0.25
Wasco,2011,11,110.0
Wasco,2012,5,0.5700000000000001
Wasco,2012,6,3.59
Wasco,2012,7,9.73
Wasco,2012,8,0.4
Wasco,2012,9,4.25
Wasco,2013,4,5.67
Wasco,2013,5,3.46
Wasco,2013,7,80.11999999999999
Wasco,2013,8,11699.7
Wasco,2013,9,85.02
Wasco,2014,4,0.11
Wasco,2014,5,0.63
Wasco,2014,6,30.610000000000003
Wasco,2014,7,654.1
Wasco,2014,8,3699.82
Wasco,2014,9,33.730000000000004
Wasco,2014,10,10.77
Wasco,2015,4,0.52
Wasco,2015,5,12.209999999999999
Wasco,2015,6,16.59
Wasco,2015,7,51.61
Wasco,2015,8,94.05
Wasco,2015,10,7.7
Wasco,2016,3,0.02
Wasco,2016,5,9.05
Wasco,2016,6,133.47
Wasco,2016,7,127.5
Wasco,2016,8,25.74
Wasco,2016,9,0.16
Wasco,2017,4,0.1
Wasco,2017,5,0.01
Wasco,2017,6,1.33
Wasco,2017,7,1.76
Wasco,2017,8,68135.06999999999
Wasco,2017,9,0.01
Wasco,2017,10,0.01
Wasco,2018,4,1.14
Wasco,2018,5,0.61
Wasco,2018,6,0.02
Wasco,2018,7,120.64
Wasco,2018,8,20193.01
Wasco,2018,9,2.76
Wasco,2018,10,0.01
Wasco,2018,11,594.0
Wasco,2019,4,0.01
Wasco,2019,5,1.53
Wasco,2019,6,1.25
Wasco,2019,7,0.26
Wasco,2019,8,8.129999999999999
Wasco,2019,9,19.28
Wasco,2019,10,0.55
Wasco,2020,3,0.55
Wasco,2020,4,4.27
Wasco,2020,6,14.14
Wasco,2020,7,0.11
Wasco,2020,8,18491.9
Wasco,2020,9,6.91
Wasco,2020,10,0.3
Wasco,2020,11,2.0
Wasco,2021,3,0.49
Wasco,2021,5,14.56
Wasco,2021,6,6242.26
Wasco,2021,7,35.89
Wasco,2021,8,1.4000000000000001
Wasco,2021,10,6.0600000000000005
Wasco,2022,5,0.1
Wasco,2022,7,3.04
Wasco,2022,8,10847.17
Wasco,2022,9,5.01
Washington,2000,4,17.1
Washington,2000,5,0.1
Washington,2000,6,3.5
Washington,2000,7,0.30000000000000004
Washington,2000,10,0.1
Washington,2000,11,0.01
Washington,2001,7,0.35
Washington,2001,8,2.69
Washington,2001,9,0.25
Washington,2001,10,0.1
Washington,2002,7,0.7100000000000001
Washington,2002,8,0.02
Washington,2002,9,0.02
Washington,2002,10,0.44
Washington,2003,6,2.0
Washington,2003,7,0.7
Washington,2003,8,0.42000000000000004
Washington,2003,9,0.77
Washington,2004,4,3.51
Washington,2004,5,0.5
Washington,2004,6,0.29
Washington,2004,7,0.01
Washington,2004,8,0.0
Washington,2004,9,0.01
Washington,2004,10,11.3
Washington,2005,2,1.0
Washington,2005,6,1.0
Washington,2005,7,15.88
Washington,2005,8,17.0
Washington,2006,4,0.01
Washington,2006,5,0.36
Washington,2006,6,0.01
Washington,2006,7,0.71
Washington,2006,8,0.16
Washington,2006,9,0.21000000000000002
Washington,2006,10,7.77
Washington,2006,11,4.0
Washington,2007,3,0.3
Washington,2007,4,0.65
Washington,2007,6,0.05
Washington,2007,7,0.1
Washington,2007,8,0.01
Washington,2007,9,0.67
Washington,2007,10,15.8
Washington,2008,6,0.5
Washington,2008,7,0.2
Washington,2008,8,18.93
Washington,2008,9,2.29
Washington,2009,6,0.01
Washington,2009,7,11.97
Washington,2009,8,2.4000000000000004
Washington,2009,9,0.01
Washington,2009,10,0.5
Washington,2010,8,74.0
Washington,2010,10,11.25
Washington,2011,7,0.05
Washington,2011,8,1.21
Washington,2011,9,0.04
Washington,2012,5,17.0
Washington,2012,8,0.5
Washington,2012,9,0.31
Washington,2013,4,1.0
Washington,2013,5,0.2
Washington,2013,7,0.51
Washington,2014,7,0.55
Washington,2014,8,0.36
Washington,2014,9,211.0
Washington,2014,10,3.01
Washington,2015,8,31.37
Washington,2015,10,0.02
Washington,2016,4,0.25
Washington,2016,7,0.06
Washington,2016,8,22.65
Washington,2016,9,4.78
Washington,2017,6,0.060000000000000005
Washington,2017,7,0.04
Washington,2017,8,19.27
Washington,2017,9,0.09
Washington,2017,10,0.01
Washington,2018,5,5.0
Washington,2018,6,0.25
Washington,2018,7,0.51
Washington,2018,8,0.25
Washington,2018,9,1.42
Washington,2018,10,0.5
Washington,2019,3,0.75
Washington,2019,5,0.0
Washington,2019,6,0.1
Washington,2019,7,0.1
Washington,2019,8,0.45
Washington,2019,9,2.67
